date,open,high,low,close,volume
2025-01-27,111598.9531,111598.9531,110100.0,111225.5,167.0
2025-01-28,111300.0,113262.5,111300.0,112869.2969,411.0
2025-01-29,112883.7031,112967.25,111694.8516,112325.3984,167.0
2025-01-30,112205.0,113593.6484,112205.0,112571.1016,165.0
2025-01-31,112022.5469,114551.3984,112022.5469,113603.2031,161.0
2025-02-01,113603.2031,114489.3984,112434.9531,114107.7031,195.0
2025-02-03,114599.9531,114800.0,113092.0,113648.6484,147.0
2025-02-04,114275.0,115000.0,113140.0,114870.4531,126.0
2025-02-05,115100.0,115350.0,114500.0,115067.9531,250.0
2025-02-06,114825.1016,115499.75,110000.0,114038.3516,1147.0
2025-02-07,111500.0469,115100.0,111500.0469,112881.25,262.0
2025-02-10,113976.9531,113976.9531,110900.0,111083.6484,420.0
2025-02-11,111799.0,111799.0,108500.0,108690.25,597.0
2025-02-12,108311.0,110899.9531,106500.0,109438.1484,363.0
2025-02-13,109500.0,110300.0469,109233.9531,109702.8516,252.0
2025-02-14,110799.0,110799.0,107867.1016,109461.1016,345.0
2025-02-17,109000.0,110221.6484,107913.8984,109915.8516,156.0
2025-02-18,110350.0,110350.0,108800.0,109051.7031,73.0
2025-02-19,109399.9531,109804.6016,108502.4531,109520.8984,316.0
2025-02-20,108951.0,110419.1484,108951.0,109925.7031,152.0
2025-02-21,110297.2031,110321.4531,108900.75,109161.0469,52.0
2025-02-24,109161.0469,109500.0,108152.0469,108879.0,125.0
2025-02-25,108924.5469,109205.0,107000.0,107172.3516,202.0
2025-02-27,107300.6016,107636.6016,105227.1484,105565.8984,225.0
2025-02-28,105748.9531,105748.9531,103816.8516,105434.2031,141.0
2025-03-03,105373.8984,106153.7969,104000.0,105095.2031,373.0
2025-03-04,105169.9531,105170.0,102500.0,102626.8516,319.0
2025-03-05,102998.75,105997.9531,100500.0,105834.0469,366.0
2025-03-06,106989.3984,108111.0,106602.0,107775.25,484.0
2025-03-07,107775.25,108716.0,107000.0,107199.5469,163.0
2025-03-10,108198.9531,108198.9531,106269.25,106557.0,139.0
2025-03-11,106649.7031,106725.1016,105547.8984,106565.75,193.0
2025-03-12,106700.0469,107425.0,106306.9531,107264.2031,275.0
2025-03-13,107518.9531,107518.9531,102012.4531,104332.8516,319.0
2025-03-17,106699.9531,106699.9531,105039.7969,105390.8516,203.0
2025-03-18,105800.0,108000.0,105800.0,107831.5469,343.0
2025-03-19,108323.6484,110100.0,108100.0,109966.7031,305.0
2025-03-20,110770.0,111747.1016,110122.9531,111074.2969,400.0
2025-03-21,111200.0469,112700.0,111200.0469,112119.75,277.0
2025-03-24,113399.0,114290.0,112899.9531,114065.8516,534.0
2025-03-25,116000.0,116159.6484,113536.9531,114264.1484,548.0
2025-03-26,114264.1484,116000.0,114000.0,114259.9531,242.0
2025-03-27,113850.0,114179.3984,112500.0,113392.0469,259.0
2025-03-28,113392.0469,114699.0,112192.2969,112599.8984,377.0
2025-04-01,112382.9531,114303.2031,111948.8516,112964.7031,105.0
2025-04-02,113400.0,115200.0,112854.0,115066.1016,135.0
2025-04-03,114698.3516,115055.6484,113900.0,114826.9531,124.0
2025-04-04,114800.0,115080.6484,112845.7031,113235.7031,190.0
2025-04-07,109800.0,110790.0,107388.6484,110436.8984,281.0
2025-04-08,111800.0,113207.2031,111500.0,112597.8984,352.0
2025-04-09,112999.9531,113333.0,111365.0,112993.0,308.0
2025-04-11,113800.0,118047.5,113800.0,117598.6016,592.0
2025-04-15,117745.7031,123133.0,117745.6484,122889.1484,1063.0
2025-04-16,123667.8984,124754.75,119719.2031,124452.9531,513.0
2025-04-17,124000.0,126699.0,123987.0469,126506.3984,364.0
2025-04-21,126699.0,128000.0,126485.7969,126740.2031,400.0
2025-04-22,127500.0,129084.0,126450.0,127571.4531,293.0
2025-04-23,128410.0,128646.7031,126589.25,127958.1484,224.0
2025-04-24,128974.9531,130345.0,127147.5,130199.9531,289.0
