date,open,high,low,close,volume
2024-04-25,129395.0,129786.0,128308.0,129599.9,213.0
2024-04-26,129900.0,130700.0,129599.9,130269.4,137.0
2024-04-29,130710.0,131115.9,130383.4,130752.6,318.0
2024-04-30,131709.7,135599.0,131361.5,133006.4,424.0
2024-05-02,134200.0,135135.0,129710.8,133926.2,941.0
2024-05-03,134000.0,134000.0,127800.0,128495.0,1712.0
2024-05-06,130500.0,131298.2,125000.0,126058.6,897.0
2024-05-07,126855.0,126942.6,123215.0,124518.7,529.0
2024-05-08,124520.0,127001.0,123504.4,126683.6,610.0
2024-05-09,126700.0,127600.0,125750.0,126139.0,372.0
2024-05-10,127000.0,127800.0,125565.1,127519.1,332.0
2024-05-13,127168.7,129250.0,125757.8,128873.4,207.0
2024-05-14,128900.0,128957.1,127725.0,128166.2,161.0
2024-05-15,128000.0,129068.1,127288.6,127416.9,142.0
2024-05-16,127500.0,129040.0,127242.0,128933.5,325.0
2024-05-17,128000.0,129500.0,128000.0,129250.1,155.0
2024-05-21,128100.0,129930.0,128000.2,129680.1,321.0
2024-05-22,129400.0,130251.0,129045.5,129414.9,2445.0
2024-05-23,129450.0,130500.0,129086.9,130196.3,129.0
2024-05-24,129500.2,131350.0,129100.0,130917.5,634.0
2024-05-27,130900.0,132698.0,130218.9,131031.9,417.0
2024-05-28,131800.0,131800.0,128702.5,129064.4,298.0
2024-05-29,129744.0,129744.0,128001.1,128197.2,167.0
2024-05-30,128199.0,128199.0,125200.0,125502.9,431.0
2024-05-31,126000.0,126816.6,125000.0,125444.6,343.0
2024-06-03,129000.0,129000.0,126700.0,126950.8,805.0
2024-06-04,126930.4,126930.4,116414.9,121833.6,947.0
2024-06-05,122270.4,128300.0,122270.3,127928.5,524.0
2024-06-06,128550.0,128550.0,125901.1,126121.0,347.0
2024-06-07,126000.0,127500.0,126000.0,127254.3,220.0
2024-06-10,127750.1,128400.0,126000.0,126958.5,370.0
2024-06-11,126958.5,127567.0,126100.0,126284.5,318.0
2024-06-12,126700.0,126846.9,125851.0,126108.9,284.0
2024-06-13,126200.0,126900.0,125392.4,126007.0,248.0
2024-06-14,126079.6,126289.9,125400.1,125607.9,187.0
2024-06-18,125607.0,126300.8,125569.1,125822.5,318.0
2024-06-19,125822.0,126132.2,124750.0,124962.9,322.0
2024-06-20,125050.0,126650.0,124583.4,126359.6,779.0
2024-06-21,126351.7,127115.3,125010.0,125304.8,335.0
2024-06-24,125250.0,126300.0,124500.0,125275.4,342.0
2024-06-25,125665.0,127600.0,125500.0,126909.5,511.0
2024-06-26,126880.0,127324.6,125600.0,125868.5,515.0
2024-06-27,125868.5,126214.8,124740.6,125091.4,218.0
2024-06-28,126000.0,130700.0,125380.5,129464.6,1183.0
2024-07-01,130224.8,130441.0,127834.1,129677.9,780.0
2024-07-02,129677.9,129800.0,128020.0,128645.4,457.0
